area,source,year,common_name,sex,age,length,weight,gear
BS,RACEBASE,2008,rougheye rockfish,F,28,33,0.504,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,11,39,0.858,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,13,32,0.486,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,6,20,0.092,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,24,45,1.578,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,9,38,0.902,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,16,41,1.128,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,10,42,1.246,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,11,39,0.874,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,6,27,0.3,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,6,25,0.234,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,6,28,0.31,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,6,24,0.196,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,5,24,0.202,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,3,20,0.098,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,7,25,0.236,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,8,31,0.46,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,7,31,0.434,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,6,37,0.732,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,10,42,1.13,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,8,30,0.35,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,9,37,0.844,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,9,35,0.628,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,8,30,0.398,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,48,60,3.908,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,29,42,1.06,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,34,47,1.45,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,103,62,4.044,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,106,54,2.64,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,75,58,3.08,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,105,61,3.706,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,26,48,1.702,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,79,59,2.832,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,81,60,3.602,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,87,59,3.646,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,10,41,1.028,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,9,35,0.634,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,10,39,0.872,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,11,44,1.426,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,6,29,0.314,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,10,43,1.274,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,9,38,0.92,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,4,27,0.292,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,M,4,21,0.14,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,10,40,1.136,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,12,38,0.842,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,5,28,0.314,AFSC bottom trawl survey
BS,RACEBASE,2008,rougheye rockfish,F,4,23,0.156,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,30,50,1.936,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,10,21,0.122,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,33,46,1.492,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,41,49,1.846,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,67,49,1.65,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,31,42,1.132,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,29,47,1.56,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,30,53,2.302,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,89,60,3.194,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,48,55,2.778,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,29,46,1.618,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,42,47,1.55,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,98,48,1.57,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,33,49,1.934,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,29,43,1.388,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,19,36,0.756,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,17,32,0.464,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,36,47,1.354,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,16,48,1.692,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,13,43,1.31,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,50,56,2.986,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,36,49,1.716,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,61,58,2.994,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,38,56,3.03,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,24,43,1.272,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,31,48,1.832,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,17,32,0.436,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,25,47,1.476,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,35,50,1.992,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,40,54,2.708,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,14,32,0.526,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,14,46,1.668,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,11,39,0.97,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,17,50,2.112,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,11,41,1.07,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,20,36,0.612,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,30,43,1.148,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,86,53,2.178,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,33,48,1.574,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,50,57,2.508,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,16,33,0.526,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,9,24,0.178,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,8,23,0.166,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,19,37,0.766,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,10,39,0.99,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,9,26,0.268,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,5,13,0.028,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,7,25,0.254,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,9,26,0.272,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,8,28,0.312,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,7,21,0.152,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,13,39,0.938,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,7,27,0.254,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,6,19,0.097,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,8,26,0.252,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,6,24,0.226,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,6,22,0.166,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,6,22,0.144,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,5,20,0.129,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,3,15,0.046,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,6,23,0.172,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,4,16,0.062,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,3,13,0.031,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,12,41,1.117,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,5,19,0.117,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,6,21,0.136,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,4,14,0.041,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,5,13,0.032,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,3,15,0.047,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,3,14,0.046,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,6,23,0.202,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,6,24,0.19,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,4,17,0.07,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,7,25,0.21,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,5,19,0.13,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,4,19,0.124,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,6,24,0.202,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,9,28,0.31,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,8,28,0.326,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,3,14,0.048,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,4,14,0.04,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,17,45,1.71,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,7,26,0.224,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,10,29,0.374,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,10,25,0.222,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,8,29,0.32,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,16,30,0.368,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,9,26,0.272,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,10,30,0.372,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,7,24,0.208,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,30,47,1.504,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,21,41,1.168,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,17,29,0.402,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,13,25,0.242,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,12,26,0.268,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,9,19,0.108,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,23,41,0.93,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,20,38,0.778,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,20,34,0.588,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,15,29,0.378,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,15,28,0.316,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,16,26,0.282,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,12,24,0.2,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,9,23,0.166,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,8,22,0.154,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,8,21,0.138,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,9,18,0.104,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,5,17,0.072,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,4,13,0.026,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,29,38,0.834,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,20,35,0.594,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,23,33,0.594,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,16,29,0.362,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,16,28,0.312,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,15,25,0.226,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,10,21,0.132,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,11,20,0.132,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,6,13,0.03,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,11,38,0.83,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,14,36,0.932,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,7,23,0.172,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,6,26,0.264,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,20,34,0.632,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,15,27,0.306,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,9,28,0.31,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,8,20,0.112,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,5,17,0.072,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,8,25,0.222,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,22,39,0.846,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,23,37,0.696,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,16,28,0.338,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,13,26,0.246,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,10,23,0.18,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,12,25,0.23,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,9,19,0.102,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,6,17,0.072,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,10,21,0.144,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,7,25,0.228,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,11,30,0.392,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,3,15,0.056,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,6,23,0.156,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,33,51,1.898,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,30,47,1.556,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,24,45,1.368,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,30,47,1.59,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,48,50,2.02,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,44,49,1.672,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,30,48,1.562,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,30,46,1.512,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,3,14,0.042,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,4,18,0.084,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,6,21,0.154,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,6,16,0.066,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,3,15,0.054,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,29,46,1.472,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,28,51,1.976,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,22,43,1.424,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,29,50,1.77,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,20,45,1.284,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,49,56,3,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,43,54,2.37,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,26,47,1.722,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,35,48,1.572,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,26,49,1.8,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,16,41,1.198,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,12,39,0.976,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,24,44,1.304,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,28,42,1.164,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,32,53,2.436,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,48,59,3.018,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,17,41,1.024,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,28,46,1.298,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,30,49,1.768,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,15,43,1.126,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,34,44,1.32,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,30,52,2.06,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,83,51,1.972,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,23,48,1.348,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,18,42,1.298,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,13,40,1.088,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,21,48,1.584,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,32,55,2.508,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,15,32,0.508,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,25,38,0.796,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,22,35,0.698,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,25,33,0.578,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,19,32,0.528,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,17,30,0.402,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,20,31,0.464,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,16,26,0.262,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,14,23,0.166,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,10,18,0.072,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,12,20,0.112,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,15,32,0.528,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,15,33,0.51,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,22,29,0.37,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,21,34,0.62,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,20,31,0.446,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,9,19,0.092,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,113,49,1.762,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,47,58,2.812,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,8,25,0.206,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,8,36,0.658,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,5,21,0.124,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,7,34,0.65,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,6,18,0.084,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,9,32,0.496,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,10,28,0.32,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,9,36,0.69,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,9,34,0.692,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,37,42,1.27,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,15,40,1.084,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,16,35,0.602,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,18,36,0.692,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,13,20,0.102,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,135,64,3.342,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,43,61,4.46,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,27,39,0.939,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,19,35,0.64,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,20,28,0.324,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,60,67,5.106,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,25,41,1.104,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,24,37,0.806,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,17,30,0.426,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,28,34,0.596,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,19,32,0.466,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,33,53,2.81,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,11,46,1.756,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,32,49,1.742,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,26,47,1.632,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,14,30,0.388,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,25,48,1.794,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,12,44,1.306,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,40,43,1.198,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,31,47,1.67,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,9,39,0.882,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,15,41,0.998,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,16,45,1.438,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,46,55,2.284,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,28,52,2.312,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,26,47,1.696,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,32,51,2.192,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,13,46,1.79,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,23,49,1.742,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,22,37,0.722,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,34,53,2.462,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,13,38,0.79,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,24,50,1.928,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,18,42,1.266,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,21,36,0.642,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,F,51,57,3.36,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,26,48,1.618,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,11,45,1.182,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,22,49,1.886,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,15,43,1.46,AFSC bottom trawl survey
GOA,RACEBASE,2009,rougheye rockfish,M,22,47,1.768,AFSC bottom trawl survey
