ID,AGENCY,NAME,CODE,ID,AGENCY,NAME,CODE
113,OBS,HYBRID SOLE,116,1516,ADFG,"Flounder, General",120
127,OBS,CHUM SALMON,221,579,ADFG,"Salmon Roe, Unspecified",400
130,OBS,PINK SALMON,225,584,ADFG,"Salmon Roe, Pink",404
131,OBS,CRAB UNIDENTIFIED,1,598,ADFG,"Crab, Box",900
161,OBS,SHARK UNIDENTIFIED,65,725,ADFG,"Shark, Other",689
162,OBS,SPINY DOGFISH SHARK,66,725,ADFG,"Shark, Other",689
167,OBS,GIANT GRENADIER,82,719,ADFG,Grenadier (Rattail),213
181,OBS,BERING FLOUNDER,145,1515,ADFG,"Flounder, Bering",116
189,OBS,ATKA MACKEREL,204,713,ADFG,Atka Mackerel,193
198,OBS,GADID UNIDENTIFIED,215,656,ADFG,"Cod, Pacific, (Grey)",110
200,OBS,STURGEON UNIDENTIFIED,230,777,ADFG,"Sturgeon, Green",681
205,OBS,EELPOUT UNIDENTIFIED,250,1158,ADFG,Eels or eel-like fish,210
216,OBS,WIDOW ROCKFISH,305,695,ADFG,"Rockfish, Widow",156
231,OBS,HARLEQUIN ROCKFISH,323,786,ADFG,"Rockfish, Harlequin",176
252,OBS,RIBBED SCULPIN,408,1539,ADFG,"Sculpin, Other Small",160
265,OBS,BLACKTAIL SNAILFISH GROUP,501,1520,ADFG,"Snailfish, general",218
266,OBS,PINK SNAILFISH,504,1520,ADFG,"Snailfish, general",218
271,OBS,RIBBONFISH UNIDENTIFIED,563,1158,ADFG,Eels or eel-like fish,210
272,OBS,SMELT/HERRING UNIDENTIFIED,600,737,ADFG,"Smelt, Longfin",512
272,OBS,SMELT/HERRING UNIDENTIFIED,600,739,ADFG,"Smelt, Pond",514
273,OBS,EULACHON,601,736,ADFG,Eulachon,511
275,OBS,LINGCOD,603,669,ADFG,Lingcod,130
282,OBS,PACIFIC HERRING,611,125,ADFG,"Herring, Roe on Kelp",231
293,OBS,LONGSNOUT PRICKLEBACK,756,1379,ADFG,Pricklebacks (Family  Stichaeidae),208
294,OBS,GIANT WRYMOUTH,760,717,ADFG,Wrymouths,211
355,OBS,ARCTIC SHANNY,752,1379,ADFG,Pricklebacks (Family  Stichaeidae),208
380,OBS,CALICO SCULPIN,420,1539,ADFG,"Sculpin, Other Small",160
399,OBS,GREEN STURGEON,231,777,ADFG,"Sturgeon, Green",681
411,OBS,BERING SKATE,97,1624,ADFG,"Skate, Other",700
418,OBS,STEELHEAD,226,749,ADFG,"Trout, Rainbow",541
454,OBS,SMALL RED ROCKFISH GROUP,348,705,ADFG,"Rockfish, Sharpchin",166
458,OBS,MARBLED EELPOUT,249,1158,ADFG,Eels or eel-like fish,210
460,OBS,NORTHERN PINK SHRIMP,73,613,ADFG,"Shrimp, Northern (Pink)",961
470,OBS,ALEUTIAN SKATE,85,1625,ADFG,"Skate, Aleutian",704
476,OBS,BLOB SCULPIN,422,1539,ADFG,"Sculpin, Other Small",160
504,OBS,COMMANDER SKATE,163,1624,ADFG,"Skate, Other",700
517,OBS,THRESHER SHARK,63,725,ADFG,"Shark, Other",689
518,OBS,SHRIMP UNIDENTIFIED,70,613,ADFG,"Shrimp, Northern (Pink)",961
518,OBS,SHRIMP UNIDENTIFIED,70,616,ADFG,"Shrimp, Coonstripe",964
520,OBS,ALASKA SKATE,88,1619,ADFG,"Skate, Alaska",703
523,OBS,DEEPSEA SOLE,110,1516,ADFG,"Flounder, General",120
530,OBS,SCULPIN UNIDENTIFIED,400,1539,ADFG,"Sculpin, Other Small",160
530,OBS,SCULPIN UNIDENTIFIED,400,1544,ADFG,"Sculpin, Warty",284
530,OBS,SCULPIN UNIDENTIFIED,400,1540,ADFG,"Sculpin, Bigmouth",280
530,OBS,SCULPIN UNIDENTIFIED,400,1541,ADFG,"Sculpin, Great",281
530,OBS,SCULPIN UNIDENTIFIED,400,702,ADFG,"Sculpin, Fourhorn",163
533,OBS,PACIFIC STAGHORN SCULPIN,424,1539,ADFG,"Sculpin, Other Small",160
534,OBS,DRAGON POACHER,459,1522,ADFG,"Poacher, general",219
546,OBS,PACIFIC SHARPNOSE SHARK,76,725,ADFG,"Shark, Other",689
563,OBS,GREENLING UNIDENTIFIED,390,714,ADFG,"Greenling, Kelp",194
566,OBS,LAMPREY UNIDENTIFIED,75,766,ADFG,"Lamprey, Arctic",601
578,OBS,CUSK-EEL UNIDENTIFIED,248,1158,ADFG,Eels or eel-like fish,210
1045,OBS,ARROWTOOTH/KAMCHATKA FLOUNDER,149,1509,ADFG,"Flounder, Kamchatka",117
1224,OBS,MUSSELS OYSTERS SCALLOPS CLAMS,29,619,ADFG,"Clam, Butter, Washington",810
1229,OBS,SNAIL SHELL UNIDENTIFIED,36,648,ADFG,Snails,890
1253,OBS,LIPARIS MEGACEPHALUS,502,1520,ADFG,"Snailfish, general",218
1255,OBS,CRYSTALLICHTHYS UNIDENTIFIED,510,1520,ADFG,"Snailfish, general",218
1353,OBS,CROWNED HAIRY SNAIL,981,648,ADFG,Snails,890
89,OBS,SALMON UNIDENTIFIED,220,588,ADFG,"Salmon, Sockeye",420
100,OBS,BIG SKATE,94,1387,ADFG,"Skate, Big",702
109,OBS,SOCKEYE SALMON,224,588,ADFG,"Salmon, Sockeye",420
118,OBS,MYOXOCEPHALUS SCULPIN UNIDENTIFIED,440,1539,ADFG,"Sculpin, Other Small",160
122,OBS,TANNERI TANNER,18,608,ADFG,"Crab, Tanner, Grooved",933
131,OBS,CRAB UNIDENTIFIED,1,599,ADFG,"Crab, Dungeness",910
134,OBS,BOX CRAB,11,598,ADFG,"Crab, Box",900
136,OBS,LITHODID CRAB UNIDENTIFIED,14,603,ADFG,"Crab, Golden King (Brown)",923
144,OBS,PACIFIC BOBTAIL SQUID,28,646,ADFG,Squid,875
160,OBS,PACIFIC SLEEPER SHARK,62,725,ADFG,"Shark, Other",689
161,OBS,SHARK UNIDENTIFIED,65,726,ADFG,"Shark, Salmon",690
162,OBS,SPINY DOGFISH SHARK,66,727,ADFG,"Shark, Spiny Dogfish",691
173,OBS,REX SOLE,105,664,ADFG,"Sole, Rex",125
180,OBS,LONGHEAD DAB,144,1516,ADFG,"Flounder, General",120
200,OBS,STURGEON UNIDENTIFIED,230,778,ADFG,"Sturgeon, White",682
200,OBS,STURGEON UNIDENTIFIED,230,779,ADFG,"Sturgeon, Siberian",683
201,OBS,SANDFISHES,239,1377,ADFG,Pacific Sand Fish,206
207,OBS,TWOLINE EELPOUT,253,1158,ADFG,Eels or eel-like fish,210
221,OBS,SILVERGRAY ROCKFISH,310,696,ADFG,"Rockfish, Silvergrey",157
228,OBS,BLACKGILL ROCKFISH,319,787,ADFG,"Rockfish, Blackgill",177
234,OBS,SHORTRAKER ROCKFISH,326,785,ADFG,"Rockfish, Shortraker/Rougheye",171
235,OBS,STRIPETAIL ROCKFISH,328,1376,ADFG,"Rockfish, Stripetail",183
243,OBS,LONGSPINE THORNYHEAD ROCKFISH,352,682,ADFG,"Rockfish, Thornyhead (idiots)",143
248,OBS,PLAIN SCULPIN,399,1542,ADFG,"Sculpin, Plain",282
249,OBS,BIGMOUTH SCULPIN,402,1540,ADFG,"Sculpin, Bigmouth",280
261,OBS,BIGEYE POACHER,457,1522,ADFG,"Poacher, general",219
264,OBS,ROUGHSPINE SCULPIN,471,1539,ADFG,"Sculpin, Other Small",160
272,OBS,SMELT/HERRING UNIDENTIFIED,600,128,ADFG,"Herring, Bait",233
274,OBS,SMELT UNIDENTIFIED,602,737,ADFG,"Smelt, Longfin",512
274,OBS,SMELT UNIDENTIFIED,602,738,ADFG,"Smelt, Rainbow",513
282,OBS,PACIFIC HERRING,611,126,ADFG,"Herring, roe only",232
285,OBS,CUTLASSFISH UNIDENTIFIED,660,1158,ADFG,Eels or eel-like fish,210
299,OBS,WOLF-EEL,780,1158,ADFG,Eels or eel-like fish,210
356,OBS,PEARLY PRICKLEBACK,754,1379,ADFG,Pricklebacks (Family  Stichaeidae),208
362,OBS,SURF SMELT,613,740,ADFG,"Smelt, Surf",515
367,OBS,NORTHERN SMOOTHTONGUE,619,1398,ADFG,"Smelts, Deep-Sea",773
373,OBS,BLACKFIN POACHER,455,1522,ADFG,"Poacher, general",219
376,OBS,BERING POACHER,463,1522,ADFG,"Poacher, general",219
401,OBS,SPOTTED CUSK-EEL,256,1158,ADFG,Eels or eel-like fish,210
410,OBS,DEEPSEA SKATE,92,1624,ADFG,"Skate, Other",700
413,OBS,WHITEBROW SKATE,162,1624,ADFG,"Skate, Other",700
454,OBS,SMALL RED ROCKFISH GROUP,348,786,ADFG,"Rockfish, Harlequin",176
457,OBS,EBONY EELPOUT,263,1158,ADFG,Eels or eel-like fish,210
467,OBS,ROBUST CLUBHOOK SQUID,51,646,ADFG,Squid,875
473,OBS,BIGFIN EELPOUT,257,1158,ADFG,Eels or eel-like fish,210
508,OBS,SANDDAB UNIDENTIFIED,136,1516,ADFG,"Flounder, General",120
510,OBS,NORTHERN ROCK SOLE,120,662,ADFG,"Sole, Rock",123
518,OBS,SHRIMP UNIDENTIFIED,70,617,ADFG,"Shrimp, Spot",965
527,OBS,QUILLBACK ROCKFISH,343,686,ADFG,"Rockfish, Quillback",147
556,OBS,KING CRAB UNIDENTIFIED,2,601,ADFG,"Crab, Red King",921
1169,OBS,TURBOT/KAM/ARROW - UNIDENTIFIED,143,1508,ADFG,"Flounder, Arrowtooth",121
1224,OBS,MUSSELS OYSTERS SCALLOPS CLAMS,29,621,ADFG,"Clam, Geoduck, Pacific",815
1225,OBS,SNAIL UNIDENTIFIED,30,648,ADFG,Snails,890
1354,OBS,PALLID MOON SNAIL,985,648,ADFG,Snails,890
1638,OBS,ROUGHSHOULDER SKATE,166,1624,ADFG,"Skate, Other",700
89,OBS,SALMON UNIDENTIFIED,220,587,ADFG,"Salmon, chinook, under 21 inches",411
89,OBS,SALMON UNIDENTIFIED,220,584,ADFG,"Salmon Roe, Pink",404
89,OBS,SALMON UNIDENTIFIED,220,590,ADFG,"Salmon, Pink",440
96,OBS,HUMBOLDT SQUID,511,646,ADFG,Squid,875
98,OBS,SQUID UNIDENTIFIED,50,646,ADFG,Squid,875
107,OBS,RARE KING CRAB,10,597,ADFG,"Crab, Hanasaki (Spiny) King",925
109,OBS,SOCKEYE SALMON,224,582,ADFG,"Salmon Roe, Sockeye",402
129,OBS,COHO SALMON,223,583,ADFG,"Salmon Roe, Coho",403
130,OBS,PINK SALMON,225,590,ADFG,"Salmon, Pink",440
131,OBS,CRAB UNIDENTIFIED,1,602,ADFG,"Crab, Blue King",922
131,OBS,CRAB UNIDENTIFIED,1,610,ADFG,"Crab, Korean Horsehair",940
132,OBS,KOREAN HORSEHAIR CRAB,7,610,ADFG,"Crab, Korean Horsehair",940
135,OBS,DUNGENESS CRAB,12,599,ADFG,"Crab, Dungeness",910
161,OBS,SHARK UNIDENTIFIED,65,1391,ADFG,"Shark, Mako",752
169,OBS,LONGNOSE SKATE,95,1386,ADFG,"Skate, Longnose",701
176,OBS,ENGLISH SOLE,108,667,ADFG,"Sole, English",128
188,OBS,SABLEFISH (BLACKCOD),203,729,ADFG,Sablefish,710
198,OBS,GADID UNIDENTIFIED,215,1505,ADFG,"Cod, Saffron",111
224,OBS,CANARY ROCKFISH,314,685,ADFG,"Rockfish, Canary",146
245,OBS,ROCK GREENLING,393,711,ADFG,"Greenling, Rock",191
250,OBS,GREAT SCULPIN,405,1541,ADFG,"Sculpin, Great",281
257,OBS,IRISH LORD UNIDENTIFIED,418,1546,ADFG,"Sculpin, Other Large",286
262,OBS,BLACKTIP POACHER,460,1522,ADFG,"Poacher, general",219
272,OBS,SMELT/HERRING UNIDENTIFIED,600,125,ADFG,"Herring, Roe on Kelp",231
272,OBS,SMELT/HERRING UNIDENTIFIED,600,738,ADFG,"Smelt, Rainbow",513
282,OBS,PACIFIC HERRING,611,157,ADFG,"Herring, (groundfish fishery bycatch)",235
290,OBS,LANTERNFISH UNIDENTIFIED,700,1397,ADFG,Lanternfish,772
359,OBS,NORTHERN LANTERNFISH,702,1397,ADFG,Lanternfish,772
366,OBS,BLACKSMELT UNIDENTIFIED,618,1398,ADFG,"Smelts, Deep-Sea",773
375,OBS,SPINYCHEEK STARSNOUT,461,1522,ADFG,"Poacher, general",219
397,OBS,KAMCHATKA EELPOUT,262,1158,ADFG,Eels or eel-like fish,210
398,OBS,CUTTHROAT TROUT,227,753,ADFG,"Trout, Cutthroat (anadromous)",561
398,OBS,CUTTHROAT TROUT,227,754,ADFG,"Trout, Cutthroat (nonanadromous)",562
399,OBS,GREEN STURGEON,231,776,ADFG,"Sturgeon, General",680
403,OBS,SPOT SHRIMP,71,617,ADFG,"Shrimp, Spot",965
408,OBS,CALIFORNIA SKATE,87,1624,ADFG,"Skate, Other",700
416,OBS,GUNNEL UNIDENTIFIED,430,1378,ADFG,Gunnels,207
417,OBS,RED KING CRAB,13,601,ADFG,"Crab, Red King",921
451,OBS,SHORTRAKER/ROUGHEYE ROCKFISH,354,785,ADFG,"Rockfish, Shortraker/Rougheye",171
454,OBS,SMALL RED ROCKFISH GROUP,348,675,ADFG,"Rockfish, Northern",136
477,OBS,ALEUTIAN ALLIGATORFISH,462,1522,ADFG,"Poacher, general",219
499,OBS,PALLID EELPOUT,258,1158,ADFG,Eels or eel-like fish,210
525,OBS,COPPER ROCKFISH,327,677,ADFG,"Rockfish, Copper",138
526,OBS,VERMILION ROCKFISH,331,789,ADFG,"Rockfish, Vermilion",184
530,OBS,SCULPIN UNIDENTIFIED,400,700,ADFG,"Sculpin, Coastrange",161
540,OBS,ARCTIC STAGHORN SCULPIN,423,1539,ADFG,"Sculpin, Other Small",160
545,OBS,BASKETWEAVE CUSK-EEL,255,1158,ADFG,Eels or eel-like fish,210
550,OBS,SPINYHEAD SCULPIN,401,1539,ADFG,"Sculpin, Other Small",160
553,OBS,SWORDFISH,811,1389,ADFG,Swordfish,750
564,OBS,GRENADIER UNIDENTIFIED,80,719,ADFG,Grenadier (Rattail),213
1218,OBS,PARALOMIS MULTISPINA,17,611,ADFG,"Crab, Multispina",951
1224,OBS,MUSSELS OYSTERS SCALLOPS CLAMS,29,637,ADFG,"Clam, Eastern softshell",842
1252,OBS,ICELUS UNIDENTIFIED,436,1539,ADFG,"Sculpin, Other Small",160
1308,OBS,ERODED TURRET SNAIL,928,648,ADFG,Snails,890
90,OBS,ROUGHEYE ROCKFISH,307,690,ADFG,"Rockfish, Rougheye",151
94,OBS,CHINOOK SALMON,222,580,ADFG,"Salmon Roe, Chinook",401
94,OBS,CHINOOK SALMON,222,586,ADFG,"Salmon, Chinook",410
99,OBS,AMERICAN SHAD,606,733,ADFG,Shad,180
101,OBS,THORNYHEAD ROCKFISH UNIDENTIFIED,349,682,ADFG,"Rockfish, Thornyhead (idiots)",143
109,OBS,SOCKEYE SALMON,224,579,ADFG,"Salmon Roe, Unspecified",400
117,OBS,ARROWTOOTH FLOUNDER,141,1508,ADFG,"Flounder, Arrowtooth",121
131,OBS,CRAB UNIDENTIFIED,1,607,ADFG,"Crab, Opilio Tanner (Snow)",932
136,OBS,LITHODID CRAB UNIDENTIFIED,14,601,ADFG,"Crab, Red King",921
136,OBS,LITHODID CRAB UNIDENTIFIED,14,604,ADFG,"Crab, Scarlet, King",924
160,OBS,PACIFIC SLEEPER SHARK,62,783,ADFG,"Shark, Pacific Sleeper",692
161,OBS,SHARK UNIDENTIFIED,65,783,ADFG,"Shark, Pacific Sleeper",692
161,OBS,SHARK UNIDENTIFIED,65,727,ADFG,"Shark, Spiny Dogfish",691
167,OBS,GIANT GRENADIER,82,1381,ADFG,"Grenadier, Giant",214
170,OBS,STARRY SKATE,96,1624,ADFG,"Skate, Other",700
172,OBS,FLATHEAD SOLE,103,661,ADFG,"Sole, Flathead",122
178,OBS,SLENDER SOLE,111,1516,ADFG,"Flounder, General",120
187,OBS,PACIFIC COD,202,656,ADFG,"Cod, Pacific, (Grey)",110
222,OBS,DARK BLOTCHED ROCKFISH,311,698,ADFG,"Rockfish, Darkblotched",159
230,OBS,YELLOWTAIL ROCKFISH,321,694,ADFG,"Rockfish, Yellowtail",155
254,OBS,BROWN IRISH LORD,410,1546,ADFG,"Sculpin, Other Large",286
259,OBS,STURGEON POACHER,452,1522,ADFG,"Poacher, general",219
263,OBS,ARMORHEAD SCULPIN,470,1539,ADFG,"Sculpin, Other Small",160
268,OBS,LUMPSUCKER UNIDENTIFIED,525,1383,ADFG,"Lumpsucker, Smooth",216
272,OBS,SMELT/HERRING UNIDENTIFIED,600,138,ADFG,"Herring, with sac roe",234
272,OBS,SMELT/HERRING UNIDENTIFIED,600,740,ADFG,"Smelt, Surf",515
274,OBS,SMELT UNIDENTIFIED,602,740,ADFG,"Smelt, Surf",515
282,OBS,PACIFIC HERRING,611,593,ADFG,"Herring, Pacific  (directed fishery)",230
283,OBS,PACIFIC SARDINE,614,732,ADFG,"Sardine, Pacific",170
360,OBS,BROKENLINE LAMPFISH,704,1397,ADFG,Lanternfish,772
369,OBS,SLENDER SNIPE EEL,560,1158,ADFG,Eels or eel-like fish,210
371,OBS,SAWBACK POACHER,453,1522,ADFG,"Poacher, general",219
386,OBS,THREADFIN SCULPIN,403,1539,ADFG,"Sculpin, Other Small",160
412,OBS,SANDPAPER SKATE,98,1624,ADFG,"Skate, Other",700
420,OBS,BLUE KING CRAB,6,602,ADFG,"Crab, Blue King",922
424,OBS,YELLOWEYE ROCKFISH,322,684,ADFG,"Rockfish, Yelloweye",145
438,OBS,DECORATED WARBONNET,757,1379,ADFG,Pricklebacks (Family  Stichaeidae),208
445,OBS,ANTLERED SCULPIN,472,1539,ADFG,"Sculpin, Other Small",160
447,OBS,RIBBON SNAILFISH,507,1520,ADFG,"Snailfish, general",218
449,OBS,SAILFIN SCULPIN,419,1539,ADFG,"Sculpin, Other Small",160
450,OBS,SILVERSPOTTED SCULPIN,396,1539,ADFG,"Sculpin, Other Small",160
452,OBS,PYGMY ROCKFISH,335,1374,ADFG,"Rockfish, Pygmy",179
454,OBS,SMALL RED ROCKFISH GROUP,348,680,ADFG,Pacific Ocean Perch,141
469,OBS,BROWN CAT SHARK,68,725,ADFG,"Shark, Other",689
475,OBS,BROAD BANDED THORNYHEAD,351,682,ADFG,"Rockfish, Thornyhead (idiots)",143
481,OBS,WOLFFISH UNIDENTIFIED,779,1158,ADFG,Eels or eel-like fish,210
495,OBS,NORTHERN SCULPIN,417,1539,ADFG,"Sculpin, Other Small",160
511,OBS,SOUTHERN ROCK SOLE,121,662,ADFG,"Sole, Rock",123
521,OBS,SPOTTED RATFISH,99,1388,ADFG,"Ratfish, Spotted",714
522,OBS,ROCK SOLE UNIDENTIFIED,104,662,ADFG,"Sole, Rock",123
530,OBS,SCULPIN UNIDENTIFIED,400,1542,ADFG,"Sculpin, Plain",282
556,OBS,KING CRAB UNIDENTIFIED,2,597,ADFG,"Crab, Hanasaki (Spiny) King",925
1181,OBS,BRISTLEMOUTHS,696,1380,ADFG,"Bristlemouth, Lightfish, Anglemouth",209
1224,OBS,MUSSELS OYSTERS SCALLOPS CLAMS,29,639,ADFG,"Scallop, Weathervane",850
1224,OBS,MUSSELS OYSTERS SCALLOPS CLAMS,29,647,ADFG,"Oyster, Pacific",880
1224,OBS,MUSSELS OYSTERS SCALLOPS CLAMS,29,624,ADFG,"Clam, Little-neck, Pacific",840
1232,OBS,SEA CUCUMBER UNIDENTIFIED,41,651,ADFG,"Sea Cucumber, General",895
89,OBS,SALMON UNIDENTIFIED,220,580,ADFG,"Salmon Roe, Chinook",401
90,OBS,ROUGHEYE ROCKFISH,307,785,ADFG,"Rockfish, Shortraker/Rougheye",171
94,OBS,CHINOOK SALMON,222,579,ADFG,"Salmon Roe, Unspecified",400
119,OBS,POACHER UNIDENTIFIED,450,1522,ADFG,"Poacher, general",219
121,OBS,COUESI KING CRAB,16,604,ADFG,"Crab, Scarlet, King",924
127,OBS,CHUM SALMON,221,591,ADFG,"Salmon, Chum",450
131,OBS,CRAB UNIDENTIFIED,1,597,ADFG,"Crab, Hanasaki (Spiny) King",925
163,OBS,SALMON SHARK,67,726,ADFG,"Shark, Salmon",690
182,OBS,KAMCHATKA FLOUNDER,147,1509,ADFG,"Flounder, Kamchatka",117
183,OBS,PYGMY SHARK,155,725,ADFG,"Shark, Other",689
184,OBS,GOLDEN SKATE,160,1624,ADFG,"Skate, Other",700
199,OBS,DOLLY VARDEN,228,746,ADFG,Dolly Varden (anadromous),531
209,OBS,SHORTFIN EELPOUT,259,1158,ADFG,Eels or eel-like fish,210
229,OBS,YELLOWMOUTH ROCKFISH,320,709,ADFG,"Rockfish, Yellowmouth",175
234,OBS,SHORTRAKER ROCKFISH,326,691,ADFG,"Rockfish, Shortraker",152
241,OBS,P.O.P. GROUP,344,678,ADFG,"Rockfish, Other",139
256,OBS,BUTTERFLY SCULPIN,415,1546,ADFG,"Sculpin, Other Large",286
257,OBS,IRISH LORD UNIDENTIFIED,418,1545,ADFG,"Sculpin, Yellow Irish Lord",285
260,OBS,GRAY STARSNOUT POACHER,456,1522,ADFG,"Poacher, general",219
272,OBS,SMELT/HERRING UNIDENTIFIED,600,157,ADFG,"Herring, (groundfish fishery bycatch)",235
276,OBS,RAINBOW SMELT,605,738,ADFG,"Smelt, Rainbow",513
277,OBS,LONGFIN IRISH LORD SCULPIN,434,1539,ADFG,"Sculpin, Other Small",160
282,OBS,PACIFIC HERRING,611,128,ADFG,"Herring, Bait",233
308,OBS,FISH UNIDENTIFIED,901,655,ADFG,"Groundfish, General",100
308,OBS,FISH UNIDENTIFIED,901,731,ADFG,Waste Fish (from trawl shrimp),101
315,OBS,RUSTY MOONSNAIL,975,648,ADFG,Snails,890
361,OBS,FROSTFISH,650,1158,ADFG,Eels or eel-like fish,210
383,OBS,LEISTER SCULPIN,427,1539,ADFG,"Sculpin, Other Small",160
398,OBS,CUTTHROAT TROUT,227,752,ADFG,"Trout, Cutthroat (general)",560
423,OBS,BOCACCIO ROCKFISH,302,676,ADFG,"Rockfish, Bocaccio  ",137
440,OBS,DAUBED SHANNY,753,1379,ADFG,Pricklebacks (Family  Stichaeidae),208
444,OBS,BLACKLINE SNIPE EEL,561,1158,ADFG,Eels or eel-like fish,210
464,OBS,TRIGLOPS SCULPIN UNIDENTIFIED,433,1539,ADFG,"Sculpin, Other Small",160
478,OBS,SMOOTH LUMPSUCKER,531,1383,ADFG,"Lumpsucker, Smooth",216
481,OBS,WOLFFISH UNIDENTIFIED,779,1384,ADFG,Wolf-eel,217
489,OBS,WHITEBARRED PRICKLEBACK,755,1379,ADFG,Pricklebacks (Family  Stichaeidae),208
490,OBS,BLUE LANTERNFISH,703,1397,ADFG,Lanternfish,772
501,OBS,FLATHEAD SKATE,86,1624,ADFG,"Skate, Other",700
530,OBS,SCULPIN UNIDENTIFIED,400,701,ADFG,"Sculpin, Slimy",162
530,OBS,SCULPIN UNIDENTIFIED,400,1543,ADFG,"Sculpin, Threaded",283
531,OBS,RED IRISH LORD,407,1546,ADFG,"Sculpin, Other Large",286
556,OBS,KING CRAB UNIDENTIFIED,2,603,ADFG,"Crab, Golden King (Brown)",923
562,OBS,DUSKY ROCKFISH UNIDENTIFIED,355,1524,ADFG,"Rockfish, Dark",173
562,OBS,DUSKY ROCKFISH UNIDENTIFIED,355,1523,ADFG,"Rockfish, Dusky",172
563,OBS,GREENLING UNIDENTIFIED,390,712,ADFG,"Greenling, Whitespotted",192
563,OBS,GREENLING UNIDENTIFIED,390,711,ADFG,"Greenling, Rock",191
566,OBS,LAMPREY UNIDENTIFIED,75,767,ADFG,"Lamprey, River",602
568,OBS,OCTOPUS UNIDENTIFIED,60,644,ADFG,"Octopus, North Pacific",870
1224,OBS,MUSSELS OYSTERS SCALLOPS CLAMS,29,623,ADFG,"Clam, Razor, Pacific",830
1247,OBS,THYRISCUS ANOPLUS,428,1539,ADFG,"Sculpin, Other Small",160
1248,OBS,ICELUS CANALICULATUS,429,1539,ADFG,"Sculpin, Other Small",160
1639,OBS,CALIFORNIA HALIBUT,122,1516,ADFG,"Flounder, General",120
1647,OBS,STIFF SNOUT SKATE,167,1624,ADFG,"Skate, Other",700
93,OBS,POLLOCK,201,730,ADFG,"Pollock, CDQ",970
94,OBS,CHINOOK SALMON,222,587,ADFG,"Salmon, chinook, under 21 inches",411
97,OBS,TANNER CRAB UNIDENTIFIED,3,607,ADFG,"Crab, Opilio Tanner (Snow)",932
106,OBS,BROWN KING CRAB,8,603,ADFG,"Crab, Golden King (Brown)",923
114,OBS,CURLFIN SOLE,117,1516,ADFG,"Flounder, General",120
115,OBS,PACIFIC SANDDAB,137,1516,ADFG,"Flounder, General",120
118,OBS,MYOXOCEPHALUS SCULPIN UNIDENTIFIED,440,702,ADFG,"Sculpin, Fourhorn",163
131,OBS,CRAB UNIDENTIFIED,1,603,ADFG,"Crab, Golden King (Brown)",923
131,OBS,CRAB UNIDENTIFIED,1,606,ADFG,"Crab, Tanner Bairdi",931
131,OBS,CRAB UNIDENTIFIED,1,608,ADFG,"Crab, Tanner, Grooved",933
131,OBS,CRAB UNIDENTIFIED,1,609,ADFG,"Crab, Tanner, Triangle",934
131,OBS,CRAB UNIDENTIFIED,1,611,ADFG,"Crab, Multispina",951
131,OBS,CRAB UNIDENTIFIED,1,612,ADFG,"Crab, Verrilli",953
136,OBS,LITHODID CRAB UNIDENTIFIED,14,602,ADFG,"Crab, Blue King",922
165,OBS,SIXGILL SHARK,78,725,ADFG,"Shark, Other",689
175,OBS,DOVER SOLE,107,663,ADFG,"Sole, Dover",124
186,OBS,PACIFIC MACKEREL,199,1396,ADFG,"Mackerel, Chub",757
190,OBS,PROWFISH,205,1431,ADFG,Prowfish,215
193,OBS,SAFFRON COD,208,1505,ADFG,"Cod, Saffron",111
213,OBS,PACIFIC OCEAN PERCH,301,680,ADFG,Pacific Ocean Perch,141
214,OBS,NORTHERN ROCKFISH,303,675,ADFG,"Rockfish, Northern",136
219,OBS,RED BANDED ROCKFISH,308,692,ADFG,"Rockfish, Redbanded",153
223,OBS,GREENSTRIPED ROCKFISH,313,674,ADFG,"Rockfish, Greenstriped",135
244,OBS,WHITESPOTTED GREENLING,391,712,ADFG,"Greenling, Whitespotted",192
253,OBS,CRESTED SCULPIN,409,1539,ADFG,"Sculpin, Other Small",160
274,OBS,SMELT UNIDENTIFIED,602,739,ADFG,"Smelt, Pond",514
278,OBS,PACIFIC SAURY,607,720,ADFG,"Saury, Pacific",220
279,OBS,KING-OF-THE-SALMON,608,1158,ADFG,Eels or eel-like fish,210
370,OBS,LIPARIS GIBBUS,509,1520,ADFG,"Snailfish, general",218
372,OBS,SMOOTH ALLIGATORFISH,454,1522,ADFG,"Poacher, general",219
377,OBS,LOBEFIN SNAILFISH,506,1520,ADFG,"Snailfish, general",218
378,OBS,THORNY SCULPIN,413,1539,ADFG,"Sculpin, Other Small",160
379,OBS,SLIM SCULPIN,416,1539,ADFG,"Sculpin, Other Small",160
402,OBS,BLUE SHARK,69,725,ADFG,"Shark, Other",689
448,OBS,BUFFALO SCULPIN,412,1539,ADFG,"Sculpin, Other Small",160
518,OBS,SHRIMP UNIDENTIFIED,70,615,ADFG,"Shrimp, Humpy",963
530,OBS,SCULPIN UNIDENTIFIED,400,1546,ADFG,"Sculpin, Other Large",286
530,OBS,SCULPIN UNIDENTIFIED,400,703,ADFG,"Sculpin, Prickly",164
530,OBS,SCULPIN UNIDENTIFIED,400,704,ADFG,"Sculpin, Riffle",165
532,OBS,YELLOW IRISH LORD,414,1545,ADFG,"Sculpin, Yellow Irish Lord",285
554,OBS,DARK ROCKFISH UNIDENTIFIED,347,678,ADFG,"Rockfish, Other",139
556,OBS,KING CRAB UNIDENTIFIED,2,604,ADFG,"Crab, Scarlet, King",924
